#locusName	Id	IdType	description if any, GO is via pfam2go/interpro
Sphfalx0062s0057	PF03208	PFAM	PRA1 family protein
Sphfalx0135s0029	PF07681	PFAM	DoxX
Sphfalx0011s0126	PF01398	PFAM	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
Sphfalx0011s0126	PF13012	PFAM	Maintenance of mitochondrial structure and function
Sphfalx0125s0043	PF00690	PFAM	Cation transporter/ATPase, N-terminus
Sphfalx0125s0043	PF00702	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0125s0043	PF00122	PFAM	E1-E2 ATPase
Sphfalx0003s0045	PF01678	PFAM	Diaminopimelate epimerase
Sphfalx0114s0007	PF12627	PFAM	Probable RNA and SrmB- binding site of polymerase A
Sphfalx0114s0007	PF01743	PFAM	Poly A polymerase head domain
Sphfalx0200s0023	PF04674	PFAM	Phosphate-induced protein 1 conserved region
Sphfalx0042s0031	PF00583	PFAM	Acetyltransferase (GNAT) family
Sphfalx0286s0004	PF02298	PFAM	Plastocyanin-like domain
Sphfalx0348s0010	PF00244	PFAM	14-3-3 protein
Sphfalx0066s0087	PF00171	PFAM	Aldehyde dehydrogenase family
Sphfalx0027s0034	PF06814	PFAM	Lung seven transmembrane receptor
Sphfalx0150s0022	PF01095	PFAM	Pectinesterase
Sphfalx0105s0004	PF02450	PFAM	Lecithin:cholesterol acyltransferase
Sphfalx0250s0011	PF03966	PFAM	Trm112p-like protein
Sphfalx0009s0045	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0142s0046	PF00293	PFAM	NUDIX domain
Sphfalx0274s0018	PF01501	PFAM	Glycosyl transferase family 8
Sphfalx0067s0033	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0067s0033	PF00226	PFAM	DnaJ domain
Sphfalx0007s0171	PF00722	PFAM	Glycosyl hydrolases family 16
Sphfalx0029s0064	PF07722	PFAM	Peptidase C26
Sphfalx0029s0064	PF00958	PFAM	GMP synthase C terminal domain
Sphfalx0002s0366	PF09335	PFAM	SNARE associated Golgi protein
Sphfalx0034s0079	PF13499	PFAM	EF-hand domain pair
Sphfalx0034s0079	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0005s0124	PF00583	PFAM	Acetyltransferase (GNAT) family
Sphfalx0005s0371	PF00538	PFAM	linker histone H1 and H5 family
Sphfalx0255s0008	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0197s0032	PF00861	PFAM	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
Sphfalx0047s0161	PF00474	PFAM	Sodium:solute symporter family
Sphfalx0145s0055	PF10358	PFAM	N-terminal C2 in EEIG1 and EHBP1 proteins
Sphfalx0099s0015	PF00111	PFAM	2Fe-2S iron-sulfur cluster binding domain
Sphfalx0099s0015	PF03450	PFAM	CO dehydrogenase flavoprotein C-terminal domain
Sphfalx0099s0015	PF00941	PFAM	FAD binding domain in molybdopterin dehydrogenase
Sphfalx0099s0015	PF01315	PFAM	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
Sphfalx0099s0015	PF01799	PFAM	[2Fe-2S] binding domain
Sphfalx0099s0015	PF02738	PFAM	Molybdopterin-binding domain of aldehyde dehydrogenase
Sphfalx0174s0018	PF13266	PFAM	Protein of unknown function (DUF4057)
Sphfalx0001s0020	PF08238	PFAM	Sel1 repeat
Sphfalx0001s0020	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0271s0022	PF00262	PFAM	Calreticulin family
Sphfalx0022s0132	PF01195	PFAM	Peptidyl-tRNA hydrolase
Sphfalx0004s0255	PF09337	PFAM	H2C2 zinc finger
Sphfalx0004s0255	PF00665	PFAM	Integrase core domain
Sphfalx0004s0255	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0078s0011	PF13193	PFAM	AMP-binding enzyme C-terminal domain
Sphfalx0078s0011	PF00501	PFAM	AMP-binding enzyme
Sphfalx0056s0088	PF13639	PFAM	Ring finger domain
Sphfalx0023s0042	PF13442	PFAM	Cytochrome C oxidase, cbb3-type, subunit III 
Sphfalx0000s0653	PF00168	PFAM	C2 domain
Sphfalx0026s0055	PF02183	PFAM	Homeobox associated leucine zipper
Sphfalx0026s0055	PF00046	PFAM	Homeodomain
Sphfalx0130s0014	PF13489	PFAM	Methyltransferase domain
Sphfalx0087s0092	PF03946	PFAM	Ribosomal protein L11, N-terminal domain
Sphfalx0087s0092	PF00298	PFAM	Ribosomal protein L11, RNA binding domain
Sphfalx0019s0142	PF13424	PFAM	Tetratricopeptide repeat
Sphfalx0087s0071	PF16712	PFAM	Coiled-coil regions of plant-specific actin-binding protein
Sphfalx0087s0071	PF16709	PFAM	Ig domain of plant-specific actin-binding protein
Sphfalx0003s0062	PF13462	PFAM	Thioredoxin
Sphfalx0224s0005	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0040s0118	PF17032	PFAM	zinc-ribbon family
Sphfalx0127s0021	PF10591	PFAM	Secreted protein acidic and rich in cysteine Ca binding region
Sphfalx0093s0039	PF00098	PFAM	Zinc knuckle
Sphfalx0093s0039	PF09337	PFAM	H2C2 zinc finger
Sphfalx0093s0039	PF13650	PFAM	Aspartyl protease
Sphfalx0093s0039	PF03732	PFAM	Retrotransposon gag protein 
Sphfalx0093s0039	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0093s0039	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0077s0047	PF00638	PFAM	RanBP1 domain
Sphfalx0124s0031	PF02045	PFAM	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
Sphfalx0206s0047	PF01121	PFAM	Dephospho-CoA kinase
Sphfalx0019s0167	PF00557	PFAM	Metallopeptidase family M24
Sphfalx0019s0164	PF00098	PFAM	Zinc knuckle
Sphfalx0019s0164	PF09337	PFAM	H2C2 zinc finger
Sphfalx0019s0164	PF13650	PFAM	Aspartyl protease
Sphfalx0019s0164	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0002s0259	PF12819	PFAM	Malectin-like domain
Sphfalx0245s0005	PF00581	PFAM	Rhodanese-like domain
Sphfalx0131s0045	PF03357	PFAM	Snf7
Sphfalx0259s0021	PF03016	PFAM	Exostosin family
Sphfalx0067s0053	PF09743	PFAM	E3 UFM1-protein ligase 1
Sphfalx0037s0061	PF00121	PFAM	Triosephosphate isomerase
Sphfalx0126s0067	PF00288	PFAM	GHMP kinases N terminal domain
Sphfalx0126s0067	PF08544	PFAM	GHMP kinases C terminal 
Sphfalx0126s0067	PF10509	PFAM	Galactokinase galactose-binding signature
Sphfalx0061s0071	PF01363	PFAM	FYVE zinc finger
Sphfalx0206s0028	PF00248	PFAM	Aldo/keto reductase family
Sphfalx0269s0016	PF03226	PFAM	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Sphfalx0018s0065	PF03798	PFAM	TLC domain
Sphfalx0022s0008	PF13855	PFAM	Leucine rich repeat
Sphfalx0007s0236	PF00069	PFAM	Protein kinase domain
Sphfalx0060s0025	PF03151	PFAM	Triose-phosphate Transporter family
Sphfalx0158s0033	PF08284	PFAM	Retroviral aspartyl protease
Sphfalx0158s0033	PF00098	PFAM	Zinc knuckle
Sphfalx0158s0033	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0158s0033	PF03732	PFAM	Retrotransposon gag protein 
Sphfalx0158s0033	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0024s0171	PF00420	PFAM	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Sphfalx0008s0179	PF06943	PFAM	LSD1 zinc finger
Sphfalx0048s0010	PF00933	PFAM	Glycosyl hydrolase family 3 N terminal domain
Sphfalx0048s0010	PF01915	PFAM	Glycosyl hydrolase family 3 C-terminal domain
Sphfalx0008s0148	PF14555	PFAM	UBA-like domain
Sphfalx0008s0148	PF00789	PFAM	UBX domain
Sphfalx0086s0054	PF04873	PFAM	Ethylene insensitive 3
Sphfalx0202s0003	PF00153	PFAM	Mitochondrial carrier protein
Sphfalx0229s0027	PF00646	PFAM	F-box domain
Sphfalx0229s0027	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0002s0330	PF10494	PFAM	Serine-threonine protein kinase 19
Sphfalx0045s0081	PF13602	PFAM	Zinc-binding dehydrogenase
Sphfalx0045s0081	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0091s0101	PF13516	PFAM	Leucine Rich repeat
Sphfalx0091s0101	PF12937	PFAM	F-box-like
Sphfalx0106s0044	PF14159	PFAM	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase
Sphfalx0037s0103	PF00412	PFAM	LIM domain
Sphfalx0037s0103	PF12315	PFAM	Protein DA1
Sphfalx0090s0026	PF00847	PFAM	AP2 domain
Sphfalx0007s0044	PF07992	PFAM	Pyridine nucleotide-disulphide oxidoreductase
Sphfalx0121s0001	PF07722	PFAM	Peptidase C26
Sphfalx0004s0275	PF14288	PFAM	1,3-beta-glucan synthase subunit FKS1, domain-1
Sphfalx0004s0275	PF02364	PFAM	1,3-beta-glucan synthase component 
Sphfalx0017s0010	PF00248	PFAM	Aldo/keto reductase family
Sphfalx0282s0008	PF00098	PFAM	Zinc knuckle
Sphfalx0282s0008	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0282s0008	PF14223	PFAM	gag-polypeptide of LTR copia-type
Sphfalx0282s0008	PF00665	PFAM	Integrase core domain
Sphfalx0049s0127	PF12697	PFAM	Alpha/beta hydrolase family
Sphfalx0146s0029	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0146s0029	PF00069	PFAM	Protein kinase domain
Sphfalx0033s0125	PF03360	PFAM	Glycosyltransferase family 43
Sphfalx0119s0048	PF05050	PFAM	Methyltransferase FkbM domain
Sphfalx0049s0035	PF05301	PFAM	GNAT acetyltransferase, Mec-17 
Sphfalx0126s0047	PF05903	PFAM	PPPDE putative peptidase domain
Sphfalx0051s0122	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0007s0073	PF05512	PFAM	AWPM-19-like family
Sphfalx0139s0002	PF02992	PFAM	Transposase family tnp2
Sphfalx0201s0033	PF14368	PFAM	Probable lipid transfer
Sphfalx0036s0041	PF15044	PFAM	Mitochondrial function, CLU-N-term
Sphfalx0036s0041	PF13424	PFAM	Tetratricopeptide repeat
Sphfalx0036s0041	PF12807	PFAM	Translation initiation factor eIF3 subunit 135
Sphfalx0058s0077	PF00067	PFAM	Cytochrome P450
Sphfalx0081s0002	PF08620	PFAM	RPAP1-like, C-terminal
Sphfalx0081s0002	PF08621	PFAM	RPAP1-like, N-terminal
Sphfalx0036s0060	PF13499	PFAM	EF-hand domain pair
Sphfalx0036s0060	PF13202	PFAM	EF hand
Sphfalx0006s0309	PF13812	PFAM	Pentatricopeptide repeat domain
Sphfalx0006s0309	PF01535	PFAM	PPR repeat
Sphfalx0006s0309	PF13041	PFAM	PPR repeat family 
Sphfalx0053s0123	PF05368	PFAM	NmrA-like family
Sphfalx0110s0054	PF05078	PFAM	Protein of unknown function (DUF679)
Sphfalx0000s0408	PF16651	PFAM	
Sphfalx0000s0408	PF14259	PFAM	
Sphfalx0000s0408	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0067s0002	PF00481	PFAM	Protein phosphatase 2C
Sphfalx0162s0046	PF04603	PFAM	Ran-interacting Mog1 protein
Sphfalx0023s0045	PF00403	PFAM	Heavy-metal-associated domain
Sphfalx0099s0057	PF00191	PFAM	Annexin
Sphfalx0031s0100	PF01095	PFAM	Pectinesterase
Sphfalx0154s0037	PF00390	PFAM	Malic enzyme, N-terminal domain
Sphfalx0154s0037	PF03949	PFAM	Malic enzyme, NAD binding domain
Sphfalx0073s0037	PF00012	PFAM	Hsp70 protein
Sphfalx0001s0300	PF04783	PFAM	Protein of unknown function (DUF630)
Sphfalx0001s0300	PF04782	PFAM	Protein of unknown function (DUF632)
Sphfalx0013s0136	PF00226	PFAM	DnaJ domain
Sphfalx0013s0136	PF07743	PFAM	HSCB C-terminal oligomerisation domain
Sphfalx0090s0066	PF07731	PFAM	Multicopper oxidase
Sphfalx0319s0012	PF12819	PFAM	Malectin-like domain
Sphfalx0319s0012	PF00069	PFAM	Protein kinase domain
Sphfalx0034s0168	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0034s0168	PF01535	PFAM	PPR repeat
Sphfalx0034s0168	PF13041	PFAM	PPR repeat family 
Sphfalx0097s0093	PF00704	PFAM	Glycosyl hydrolases family 18
Sphfalx0042s0105	PF01625	PFAM	Peptide methionine sulfoxide reductase
Sphfalx0004s0005	PF02992	PFAM	Transposase family tnp2
Sphfalx0228s0006	PF06884	PFAM	Protein of unknown function (DUF1264)
Sphfalx0103s0063	PF13091	PFAM	PLD-like domain
Sphfalx0103s0063	PF00614	PFAM	Phospholipase D Active site motif
Sphfalx0103s0063	PF12357	PFAM	Phospholipase D C terminal 
Sphfalx0012s0190	PF13410	PFAM	Glutathione S-transferase, C-terminal domain
Sphfalx0012s0190	PF13409	PFAM	Glutathione S-transferase, N-terminal domain
Sphfalx0010s0194	PF01529	PFAM	DHHC palmitoyltransferase
Sphfalx0221s0011	PF01073	PFAM	3-beta hydroxysteroid dehydrogenase/isomerase family
Sphfalx0115s0038	PF00227	PFAM	Proteasome subunit
Sphfalx0081s0099	PF09337	PFAM	H2C2 zinc finger
Sphfalx0081s0099	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0001s0129	PF13041	PFAM	PPR repeat family 
Sphfalx0091s0065	PF04998	PFAM	RNA polymerase Rpb1, domain 5
Sphfalx0038s0031	PF00544	PFAM	Pectate lyase
Sphfalx0074s0066	PF13837	PFAM	Myb/SANT-like DNA-binding domain
Sphfalx0012s0024	PF01485	PFAM	IBR domain, a half RING-finger domain
Sphfalx0081s0016	PF13334	PFAM	Domain of unknown function (DUF4094)
Sphfalx0081s0016	PF01762	PFAM	Galactosyltransferase
Sphfalx0082s0006	PF03194	PFAM	LUC7 N_terminus
Sphfalx0009s0177	PF00931	PFAM	NB-ARC domain
Sphfalx0168s0008	PF13668	PFAM	Ferritin-like domain
Sphfalx0151s0018	PF00025	PFAM	ADP-ribosylation factor family
Sphfalx0952s0001	PF13371	PFAM	Tetratricopeptide repeat
Sphfalx0952s0001	PF13414	PFAM	TPR repeat
Sphfalx0215s0002	PF02887	PFAM	Pyruvate kinase, alpha/beta domain
Sphfalx0215s0002	PF00224	PFAM	Pyruvate kinase, barrel domain
Sphfalx0013s0093	PF00561	PFAM	alpha/beta hydrolase fold
Sphfalx0041s0125	PF01053	PFAM	Cys/Met metabolism PLP-dependent enzyme
Sphfalx0013s0036	PF04833	PFAM	COBRA-like protein
Sphfalx0096s0042	PF17035	PFAM	Bromodomain extra-terminal - transcription regulation
Sphfalx0096s0042	PF00439	PFAM	Bromodomain
Sphfalx0275s0013	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0275s0013	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0070s0006	PF00432	PFAM	Prenyltransferase and squalene oxidase repeat
Sphfalx0018s0197	PF09118	PFAM	Domain of unknown function (DUF1929)
Sphfalx0018s0197	PF07250	PFAM	Glyoxal oxidase N-terminus
Sphfalx0031s0081	PF06943	PFAM	LSD1 zinc finger
Sphfalx0142s0047	PF03810	PFAM	Importin-beta N-terminal domain
Sphfalx0142s0047	PF08389	PFAM	Exportin 1-like protein
Sphfalx0004s0048	PF06273	PFAM	Plant specific eukaryotic initiation factor 4B
Sphfalx0004s0048	PF00098	PFAM	Zinc knuckle
Sphfalx0001s0402	PF04791	PFAM	LMBR1-like membrane protein
Sphfalx0047s0117	PF13334	PFAM	Domain of unknown function (DUF4094)
Sphfalx0047s0117	PF01762	PFAM	Galactosyltransferase
Sphfalx0013s0186	PF02900	PFAM	Catalytic LigB subunit of aromatic ring-opening dioxygenase
Sphfalx0026s0205	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0021s0160	PF00067	PFAM	Cytochrome P450
Sphfalx0023s0029	PF00931	PFAM	NB-ARC domain
Sphfalx0337s0001	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0008s0167	PF01569	PFAM	PAP2 superfamily
Sphfalx0043s0117	PF01169	PFAM	Uncharacterized protein family UPF0016
Sphfalx0110s0056	PF08513	PFAM	LisH
Sphfalx0110s0056	PF00622	PFAM	SPRY domain
Sphfalx0110s0056	PF10607	PFAM	CTLH/CRA C-terminal to LisH motif domain
Sphfalx0221s0014	PF01095	PFAM	Pectinesterase
Sphfalx0074s0032	PF05699	PFAM	hAT family C-terminal dimerisation region
Sphfalx0068s0013	PF00056	PFAM	lactate/malate dehydrogenase, NAD binding domain
Sphfalx0068s0013	PF02866	PFAM	lactate/malate dehydrogenase, alpha/beta C-terminal domain
Sphfalx0146s0030	PF00069	PFAM	Protein kinase domain
Sphfalx0049s0103	PF04597	PFAM	Ribophorin I
Sphfalx0129s0029	PF07264	PFAM	Etoposide-induced protein 2.4 (EI24)
Sphfalx0018s0127	PF00635	PFAM	MSP (Major sperm protein) domain
Sphfalx0281s0004	PF12937	PFAM	F-box-like
locusName	Pfam	PFAM	
Sphfalx0109s0023	PF12215	PFAM	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
Sphfalx0109s0023	PF04685	PFAM	Glycosyl-hydrolase family 116, catalytic region
Sphfalx0258s0014	PF13854	PFAM	Kelch motif
Sphfalx0054s0021	PF00491	PFAM	Arginase family
Sphfalx0148s0041	PF12646	PFAM	Domain of unknown function (DUF3783)
Sphfalx0138s0031	PF04720	PFAM	PDDEXK-like family of unknown function
Sphfalx0000s0614	PF00240	PFAM	Ubiquitin family
Sphfalx0072s0001	PF00533	PFAM	BRCA1 C Terminus (BRCT) domain
Sphfalx0031s0006	PF01348	PFAM	Type II intron maturase
Sphfalx0053s0026	PF04567	PFAM	RNA polymerase Rpb2, domain 5
Sphfalx0053s0026	PF04565	PFAM	RNA polymerase Rpb2, domain 3
Sphfalx0053s0026	PF04561	PFAM	RNA polymerase Rpb2, domain 2
Sphfalx0053s0026	PF04566	PFAM	RNA polymerase Rpb2, domain 4
Sphfalx0053s0026	PF04560	PFAM	RNA polymerase Rpb2, domain 7
Sphfalx0053s0026	PF04563	PFAM	RNA polymerase beta subunit
Sphfalx0053s0026	PF00562	PFAM	RNA polymerase Rpb2, domain 6
Sphfalx0004s0280	PF11779	PFAM	Small subunit of serine palmitoyltransferase-like
Sphfalx0095s0023	PF05970	PFAM	PIF1-like helicase
Sphfalx0002s0185	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0002s0266	PF06432	PFAM	Phosphatidylinositol N-acetylglucosaminyltransferase
Sphfalx0114s0021	PF00924	PFAM	Mechanosensitive ion channel
Sphfalx0091s0043	PF16529	PFAM	WD40 region of Ge1, enhancer of mRNA-decapping protein
Sphfalx0003s0050	PF02928	PFAM	C5HC2 zinc finger
Sphfalx0003s0050	PF01388	PFAM	ARID/BRIGHT DNA binding domain
Sphfalx0003s0050	PF02375	PFAM	jmjN domain
Sphfalx0003s0050	PF00628	PFAM	PHD-finger
Sphfalx0003s0050	PF02373	PFAM	JmjC domain, hydroxylase
Sphfalx0003s0050	PF08429	PFAM	PLU-1-like protein
Sphfalx0032s0004	PF06293	PFAM	Lipopolysaccharide kinase (Kdo/WaaP) family
Sphfalx0192s0040	PF02212	PFAM	Dynamin GTPase effector domain
Sphfalx0192s0040	PF00350	PFAM	Dynamin family
Sphfalx0192s0040	PF01031	PFAM	Dynamin central region
Sphfalx0221s0001	PF00891	PFAM	O-methyltransferase domain
Sphfalx0010s0046	PF00067	PFAM	Cytochrome P450
Sphfalx0076s0017	PF04749	PFAM	PLAC8 family
Sphfalx0001s0189	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0198s0029	PF03318	PFAM	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
Sphfalx0007s0307	PF00433	PFAM	Protein kinase C terminal domain
Sphfalx0007s0307	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0007s0307	PF00069	PFAM	Protein kinase domain
Sphfalx0015s0003	PF01872	PFAM	RibD C-terminal domain
Sphfalx0015s0003	PF00383	PFAM	Cytidine and deoxycytidylate deaminase zinc-binding region
Sphfalx0049s0058	PF02780	PFAM	Transketolase, C-terminal domain
Sphfalx0049s0058	PF02779	PFAM	Transketolase, pyrimidine binding domain
Sphfalx0048s0097	PF16869	PFAM	PF16858
Sphfalx0048s0097	PF06278	PFAM	Condensin II complex subunit CAP-H2 or CNDH2, N-terminal
Sphfalx0048s0097	PF16858	PFAM	Condensin II complex subunit CAP-H2 or CNDH2, C-term
Sphfalx0031s0125	PF12695	PFAM	Alpha/beta hydrolase family
Sphfalx0097s0063	PF00185	PFAM	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
Sphfalx0097s0063	PF02729	PFAM	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
Sphfalx0126s0057	PF03062	PFAM	MBOAT, membrane-bound O-acyltransferase family
Sphfalx0068s0012	PF02775	PFAM	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
Sphfalx0068s0012	PF00205	PFAM	Thiamine pyrophosphate enzyme, central domain
Sphfalx0068s0012	PF02776	PFAM	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
Sphfalx0126s0017	PF08880	PFAM	QLQ
Sphfalx0126s0017	PF08879	PFAM	WRC
Sphfalx0000s0131	PF00792	PFAM	Phosphoinositide 3-kinase C2
Sphfalx0000s0131	PF00454	PFAM	Phosphatidylinositol 3- and 4-kinase
Sphfalx0000s0131	PF00613	PFAM	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
Sphfalx0160s0007	PF01336	PFAM	OB-fold nucleic acid binding domain
Sphfalx0160s0007	PF16900	PFAM	Replication protein A OB domain
Sphfalx0160s0007	PF08646	PFAM	Replication factor-A C terminal domain
Sphfalx0120s0047	PF00335	PFAM	Tetraspanin family
Sphfalx0006s0005	PF10250	PFAM	GDP-fucose protein O-fucosyltransferase
Sphfalx0036s0152	PF03540	PFAM	Transcription initiation factor TFIID 23-30kDa subunit
Sphfalx0031s0166	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0040s0092	PF13499	PFAM	EF-hand domain pair
Sphfalx0040s0092	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0067s0005	PF00481	PFAM	Protein phosphatase 2C
Sphfalx0067s0005	PF00069	PFAM	Protein kinase domain
Sphfalx0126s0063	PF06881	PFAM	RNA polymerase II transcription factor SIII (Elongin) subunit A
Sphfalx0096s0046	PF02517	PFAM	CPBP intramembrane metalloprotease
Sphfalx0019s0151	PF03350	PFAM	Uncharacterized protein family, UPF0114
Sphfalx0074s0053	PF00569	PFAM	Zinc finger, ZZ type
Sphfalx0074s0053	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0074s0053	PF04433	PFAM	SWIRM domain
Sphfalx0074s0053	PF16495	PFAM	SWIRM-associated region 1
Sphfalx0014s0199	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0017s0157	PF00550	PFAM	Phosphopantetheine attachment site
Sphfalx0061s0107	PF12697	PFAM	Alpha/beta hydrolase family
Sphfalx0154s0017	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0248s0017	PF07064	PFAM	RIC1
Sphfalx0000s0250	PF06644	PFAM	ATP11 protein
Sphfalx0031s0089	PF00173	PFAM	Cytochrome b5-like Heme/Steroid binding domain
Sphfalx0031s0089	PF00175	PFAM	Oxidoreductase NAD-binding domain 
Sphfalx0031s0089	PF00970	PFAM	Oxidoreductase FAD-binding domain
Sphfalx0031s0089	PF03404	PFAM	Mo-co oxidoreductase dimerisation domain
Sphfalx0031s0089	PF00174	PFAM	Oxidoreductase molybdopterin binding domain
Sphfalx0054s0110	PF11904	PFAM	GPCR-chaperone
Sphfalx0000s0009	PF00125	PFAM	Core histone H2A/H2B/H3/H4
Sphfalx0058s0016	PF03055	PFAM	Retinal pigment epithelial membrane protein
Sphfalx0341s0003	PF05217	PFAM	STOP protein
Sphfalx0012s0252	PF05255	PFAM	Uncharacterised protein family (UPF0220)
Sphfalx0038s0024	PF01370	PFAM	NAD dependent epimerase/dehydratase family
Sphfalx0001s0344	PF13579	PFAM	Glycosyl transferase 4-like domain
Sphfalx0001s0344	PF13692	PFAM	Glycosyl transferases group 1
Sphfalx0126s0050	PF01697	PFAM	Glycosyltransferase family 92
Sphfalx0025s0062	PF00230	PFAM	Major intrinsic protein
Sphfalx0109s0054	PF07910	PFAM	Peptidase family C78
Sphfalx0018s0212	PF00651	PFAM	BTB/POZ domain
Sphfalx0099s0074	PF09808	PFAM	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
Sphfalx0003s0359	PF05729	PFAM	NACHT domain
Sphfalx0003s0359	PF01582	PFAM	TIR domain
Sphfalx0085s0032	PF00195	PFAM	Chalcone and stilbene synthases, N-terminal domain
Sphfalx0090s0073	PF01156	PFAM	Inosine-uridine preferring nucleoside hydrolase
Sphfalx0056s0079	PF01557	PFAM	Fumarylacetoacetate (FAA) hydrolase family
Sphfalx0026s0105	PF13865	PFAM	C-terminal duplication domain of Friend of PRMT1
Sphfalx0026s0105	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0152s0010	PF05659	PFAM	Arabidopsis broad-spectrum mildew resistance protein RPW8
Sphfalx0152s0010	PF13855	PFAM	Leucine rich repeat
Sphfalx0152s0010	PF00931	PFAM	NB-ARC domain
Sphfalx0072s0057	PF00867	PFAM	XPG I-region
Sphfalx0072s0057	PF00752	PFAM	XPG N-terminal domain
Sphfalx0017s0001	PF00225	PFAM	Kinesin motor domain
Sphfalx0013s0220	PF04280	PFAM	Tim44-like domain
Sphfalx0306s0001	PF01926	PFAM	50S ribosome-binding GTPase
Sphfalx0059s0012	PF04601	PFAM	Domain of unknown function (DUF569)
Sphfalx0008s0184	PF07690	PFAM	Major Facilitator Superfamily
Sphfalx0013s0022	PF01535	PFAM	PPR repeat
Sphfalx0013s0022	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0015s0091	PF02732	PFAM	ERCC4 domain
Sphfalx0178s0031	PF03222	PFAM	Tryptophan/tyrosine permease family
Sphfalx0071s0011	PF08449	PFAM	UAA transporter family
Sphfalx0000s0478	PF12710	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0000s0478	PF00122	PFAM	E1-E2 ATPase
Sphfalx0020s0104	PF13912	PFAM	C2H2-type zinc finger
Sphfalx0058s0100	PF00627	PFAM	UBA/TS-N domain
Sphfalx0058s0100	PF14377	PFAM	Ubiquitin binding region
Sphfalx0058s0100	PF06012	PFAM	Domain of Unknown Function (DUF908)
Sphfalx0058s0100	PF06025	PFAM	Domain of Unknown Function (DUF913)
Sphfalx0058s0100	PF00632	PFAM	HECT-domain (ubiquitin-transferase)
Sphfalx0188s0011	PF00098	PFAM	Zinc knuckle
Sphfalx0188s0011	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0188s0011	PF00665	PFAM	Integrase core domain
Sphfalx0188s0011	PF14227	PFAM	
Sphfalx0194s0032	PF13793	PFAM	N-terminal domain of ribose phosphate pyrophosphokinase
Sphfalx0194s0032	PF00156	PFAM	Phosphoribosyl transferase domain
Sphfalx0044s0090	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0044s0090	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0333s0011	PF00326	PFAM	Prolyl oligopeptidase family
